[猎户] --> [Thợ săn] <<>> [猎户] --> [Liệp Hộ] | **3. 猎户 (Liệp Hộ)** (nam, tuổi trung niên, là những người săn bắn, có thể là người dân thường)
[雪民] --> [Người Tuyết] <<>> [雪民] --> [Tuyết Dân] | **32. 雪民 (Tuyết Dân)** là một tộc người, sống ở Bắc Nguyên (Bắc Nguyên).

[刺脊星龙鱼] --> [Tích Tinh Long Ngư] <<>> [刺脊星龙鱼] --> [Thứ Tích Tinh Long Ngư] | **9. 刺脊星龙鱼 (Tử Tích Tinh Long Ngư)**

[鱼翅狼] --> [Sói Vây Cá] <<>> [鱼翅狼] --> [Ngư Sí Lang], [翅] --> [Cánh] <<>>  [翅] --> [Sí] | **10. 鱼翅狼 (Ngư T翅 Lang)**

[宫迩] --> [Cung Lam] <<>> [宫迩] --> [Cung Nhĩ] | **31. 宫迩 (Cung Nhĩ)**

[药橘] --> [Quýt thuốc] <<>> [药橘] --> [Dược Quất] | **39. 药橘 (Dược Quất)**

[黑铁生] --> [Hắc Thiết Sinh] <<>> [黑铁生] --> [Hắc Thiết Sanh] | **54.  黑铁生 (Hắc Thiết Sinh)**

[刘转身] --> [Lưu xoay người] <<>> [刘转身] --> [Lưu Chuyển Thân] | **55.  刘转身 (Lưu Chuẩn Thân)**

[云公子酝良] --> [Vân công tử Uẩn Lương] <<>> [云公子酝良] --> [Vân Công Tử Uấn Lương] | **58.  云公子酝良 (Vân Công Tử Duyến Lương)**

[半月蛮师] --> [Man sư Bán Nguyệt] <<>> [半月蛮师] --> [Bán Nguyệt Man Sư] | **63.  半月蛮师 (Bán Nguyệt Man Sư)**

[青城纵横] --> [Thanh Thành tung hoành] <<>> [青城纵横] --> [Thanh Thành Túng Hoành] | **1. 青城纵横 (Thanh Thành Tùng Hành)**: Là một trận pháp cổ xưa, được bốn vị trưởng lão tối cao của gia tộc Hắc gia điều khiển, có sức mạnh đáng kể, có thể chiến đấu với Cổ Tiên bát chuyển.

[四大太上长老] --> [Tứ đại thái thượng trưởng lão] <<>> [四大太上长老] --> [Tứ Đại Thái Thượng Trường Lão] | **2. 四大太上长老 (Tứ Đại Thái Thượng Trưởng Lão)**: Là bốn vị trưởng lão tối cao của gia tộc Hắc gia, có khả năng điều khiển trận pháp Thanh Thành Tùng Hành. Có thể ước tính tuổi trung niên hoặc cao tuổi.

[姜钰仙子] --> [Khương Ngọc tiên tử] <<>> [姜钰仙子] --> [Khương Ngọc Tiên Tử], [姜钰] --> [Khương Nghiên] <<>>  [姜钰] --> [Khương Ngọc] | **13. 姜钰仙子 (姜钰 Tiên tử) (Tương Ngọc Tiên tử)**: Là nữ, Cổ Tiên, từng gia nhập gia tộc Hắc gia, có thể là vợ lẽ của một thành viên trong gia tộc.

[东方一族] --> [Đông Phương tộc] <<>> [东方一族] --> [Đông Phương Nhất Tộc] | **17. 东方一族 (Đông Phương Nhất Tộc)**: Là một gia tộc, sở hữu Tiên Cổ Ngũ - Phàm Thảo Ngũ.

[苏仙夜奔] --> [Tô Tiên Dạ chạy vội] <<>> [苏仙夜奔] --> [Tô Tiên Dạ Bôn] | **39. 苏仙夜奔 (Tô Tiên Dạ Bôn)**: Là nữ, Cổ Tiên, có lẽ là thất chuyển hoặc bát chuyển, có quan hệ với gia tộc Hắc gia, là vợ của Hắc Thành.

[春晓翠鹂] --> [Xuân Hiểu Thúy Lam] <<>> [春晓翠鹂] --> [Xuân Hiểu Thúy Ly] | **54. 春晓翠鹂 (Xuân Hiểu Thụy Ly)**: Là một loại chim hoang dã, có khả năng mang lại sức sống cho môi trường xung quanh.

[蒋基] --> [Tưởng Cơ] <<>> [蒋基] --> [Tương Cơ] | **15. 蒋基 (Giang Cơ)** là nam, tuổi không được đề cập, là một trong hai vị Cổ Tiên độc lập, có thể là một người có năng lực.

 [似水流年] --> [Tự Thủy Lưu Niên] <<>>  [似水流年] --> [Tự Thủy Lưu Niên], [黑凡真传] --> [Hắc Phàm chân truyền] <<>>  [黑凡真传] --> [Hắc Phàm Chân Truyện] | * Thông tin bổ sung: Là người sáng tạo ra Cổ Tiên (蛊仙) "Tựa Nước Chảy Năm Tháng" (似水流年), đã để lại di sản là "Hắc Phàm Chân Truyền" (黑凡真传), có khả năng sử dụng Cổ Tiên (蛊仙) và sáng tạo ra các chiêu thức (仙道杀招) rất mạnh mẽ.

 [黑凡洞天] --> [Hắc Phàm động thiên] <<>>  [黑凡洞天] --> [Hắc Phàm Đỗng Thiên] | * Thông tin bổ sung: Có thể là Cổ Tiên (蛊仙) cấp bậc 7, có quan hệ hợp tác với Phương Nguyên, nhận được phần thưởng là "Hắc Phàm Động Thiên" (黑凡洞天) từ Phương Nguyên.

[蚁球] --> [Nghĩ Cầu] <<>> [蚁球] --> [Nghĩ Cầu] | **6. 蚁球 (Ý Cầu)** là một con Cổ Tiên (蛊仙), được nhắc đến trong "Hắc Phàm Chân Truyền" (黑凡真传).

 [宙道仙蛊以后] --> [Tiên cổ Trụ đạo về sau] <<>>  [宙道仙蛊以后] --> [Trụ Đạo Tiên Cổ Dĩ Hậu] | * Thông tin bổ sung: Là Cổ Tiên (蛊仙) cấp bậc 7, sau này sẽ trở thành Cổ Tiên (蛊仙) "Hậu" (宙道仙蛊以后).

[郑驮] --> [Trịnh Đà] <<>> [郑驮] --> [Trịnh Đà], [周敏] --> [Chu Mẫn] <<>>  [周敏] --> [Chu Mẫn], [冯军] --> [Phùng Quân] <<>>  [冯军] --> [Phùng Quân] | **18.  郑驮 (Trịnh Đà), 周敏 (Chu Mẫn), 冯军 (Phùng Quân)** là những Cổ Tiên (蛊仙) sống trong "Hắc Phàm Động Thiên" (黑凡洞天).

[毛民蛊仙] --> [Cổ tiên người Lông] <<>> [毛民蛊仙] --> [Mao Dân Cổ Tiên] | **19.  毛民蛊仙 (Mao Dân Cổ Tiên)** là những Cổ Tiên (蛊仙) thuộc bộ tộc Mao Dân (毛民), sống trong "Lang Nha Phúc Địa" (琅琊福地).

[毛十二] --> [Mao Thập Nhị] <<>> [毛十二] --> [Mao Thập Nhị] | **20.  毛十二 (Mao Thập Nhị)** là một Cổ Tiên (蛊仙) thuộc bộ tộc Mao Dân (毛民), sống trong "Lang Nha Phúc Địa" (琅琊福地).

[毛六] --> [Mao Lục] <<>> [毛六] --> [Mao Lục] | **21.  毛六 (Mao Lục)** là một Cổ Tiên (蛊仙) thuộc bộ tộc Mao Dân (毛民), sống trong "Lang Nha Phúc Địa" (琅琊福地).

 [起死回生蛊] --> [Khởi tử hồi sinh cổ] <<>>  [起死回生蛊] --> [Khởi Tử Hồi Sanh Cổ] | * Thông tin bổ sung: Được nhắc đến trong văn bản, đang luyện chế Cổ Tiên (蛊仙) "Khởi Tử Hoàn Sinh Cổ" (起死回生蛊).

[廿二剑圣真传] --> [Chân truyền của Nhập Nhị Kiếm Thánh] <<>> [廿二剑圣真传] --> [Nhập Nhị Kiếm Thánh Chân Truyện] | * Thông tin bổ sung: Được nhắc đến trong văn bản, đã để lại di sản là "Nhị Nhị Kiếm Thánh Chân Truyền" (廿二剑圣真传).

[红莲真传] --> [Hồng Liên chân truyền] <<>> [红莲真传] --> [Hồng Liên Chân Truyện], [真传] --> [Chân truyền] <<>>  [真传] --> [Chân Truyện] | **32.  红莲真传 (Hồng Liên Chân Truyền)** là một loại bí kíp tu luyện (真传) rất mạnh mẽ.

 [琅琊派] --> [Phái Lang Gia] <<>>  [琅琊派] --> [Lang Gia Phái] | **5. 琅琊地灵 (Lang Nha Địa Linh)** là nam, tuổi trung niên, có thể là một Cổ Tiên, là người lãnh đạo của 琅琊派 (Lang Nha Phái), là người có quyền lực và ảnh hưởng lớn trong琅琊福地 (Lang Nha Phúc Địa).

[雪儿] --> [Tuyết Nhi] <<>> [雪儿] --> [Tuyết Nhi], [雪人] --> [Người tuyết] <<>>  [雪人] --> [Tuyết Nhân] | **14. 雪儿 (Tuyết Nhi)** là nữ, tuổi trung niên, có thể là một Cổ Tiên, là một trong những thành viên của bộ tộc 雪人 (Tuyết Nhân), có kỹ năng trinh sát xuất sắc, có tình cảm với Phương Nguyên.

[墨坦桑] --> [Mặc Thản Tang] <<>> [墨坦桑] --> [Mặc Thản Tang], [坦桑] --> [Thản Tang] <<>>  [坦桑] --> [Thản Tang], [墨人] --> [Người Mặc] <<>>  [墨人] --> [Mặc Nhân] | **15. 墨坦桑 (Mặc 坦桑)** là nam, tuổi trung niên, có thể là một Cổ Tiên, là một trong những thành viên của bộ tộc 墨人 (Mặc Nhân), có khả năng thích ứng và thay đổi linh hoạt, là nhân vật có tầm nhìn xa trông rộng.

[雪胡老祖] --> [Tuyết Hồ Lão Tổ] <<>> [雪胡老祖] --> [Tuyết Hồ Lão Tổ], [鸿运齐天仙蛊] --> [Tiên cổ Hồng Vận Tề Thiên] <<>>  [鸿运齐天仙蛊] --> [Hồng Vận Tề Thiên Tiên Cổ] | **16. 雪胡老祖 (Tuyết Hồ Lão Tổ)** là nam, tuổi trung niên, là một Cổ Tiên, là người sở hữu 大雪山福地 (Đại Tuyết Sơn Phúc Địa), đang cố gắng luyện chế 鸿运齐天仙蛊 (Hồng Vận Tề Thiên Thiên Cổ).

[万寿娘子] --> [Vạn Thọ nương tử] <<>> [万寿娘子] --> [Vạn Thọ Nương Tử] | **17. 万寿娘子 (Vạn Thọ Nương Tử)** là nữ, tuổi trung niên, là một Cổ Tiên, là vợ của 雪胡老祖 (Tuyết Hồ Lão Tổ), có khả năng hỗ trợ chồng trong việc luyện chế 鸿运齐天仙蛊 (Hồng Vận Tề Thiên Thiên Cổ).

[凤仙太子] --> [Phượng Tiên thái tử] <<>> [凤仙太子] --> [Phượng Tiên Thái Tử], [凤仙洞天] --> [Phượng Tiên động thiên] <<>>  [凤仙洞天] --> [Phượng Tiên Đỗng Thiên] | **18. 凤仙太子 (Phượng Tiên Thái Tử)** là nam, tuổi trung niên, là một Cổ Tiên, là người lãnh đạo của 凤仙洞天 (Phượng Tiên Động Thiên), có mối thù với Phương Nguyên.

[幽兰] --> [U Lan] <<>> [幽兰] --> [U Lan] | **19. 幽兰 (U Lan)** là nữ, tuổi trung niên, có thể là một Cổ Tiên, là một trong những thành viên của 凤仙洞天 (Phượng Tiên Động Thiên), là người tư vấn cho Phượng Tiên Thái Tử.

[百足天君] --> [Bách Túc Thiên Quân] <<>> [百足天君] --> [Bách Túc Thiên Quân], [百足洞天] --> [Bách Túc động thiên] <<>>  [百足洞天] --> [Bách Túc Đỗng Thiên] | **20. 百足天君 (Bách Cước Thiên Quân)** là nam, tuổi trung niên, là một Cổ Tiên, là người lãnh đạo của 百足洞天 (Bách Cước Động Thiên), là người có quyền lực và ảnh hưởng lớn trong khu vực.

[药皇] --> [Dược Hoàng] <<>> [药皇] --> [Dược Hoàng], [药皇洞天] --> [Dược Hoàng Động Thiên] <<>>  [药皇洞天] --> [Dược Hoàng Đỗng Thiên] | **21. 药皇 (Dược Hoàng)** là nam, tuổi trung niên, là một Cổ Tiên, là người lãnh đạo của 药皇洞天 (Dược Hoàng Động Thiên), đang cố gắng luyện chế 起死回生仙蛊 (Khởi Tử Hoàn Sinh Thiên Cổ).

[五行师] --> [Ngũ Hành sư] <<>> [五行师] --> [Ngũ Hành Sư], [长生天] --> [Trường Sinh Thiên] <<>>  [长生天] --> [Trường Sanh Thiên] | **22. 五行师 (Ngũ Hành Sư)** là nam, tuổi trung niên, là một Cổ Tiên, là người có quyền lực và ảnh hưởng lớn trong khu vực, là người có thể kiềm chế 长生天 (Trường Sinh Thiên).

[马鸿运] --> [Mã Hồng Vận] <<>> [马鸿运] --> [Mã Hồng Vận] | **28. 马鸿运 (Mã Hồng Vận)** là nam, tuổi trung niên, có thể là một Cổ Tiên, là người sở hữu bí mật về 鸿运齐天仙蛊 (Hồng Vận Tề Thiên Thiên Cổ).

[四族大联盟] --> [Đại liên minh bốn tộc] <<>> [四族大联盟] --> [Tứ Tộc Đại Liên Minh] | * **Phương Nguyên** và **Thạch Tông**: Phương Nguyên và Thạch Tông có mối quan hệ hợp tác, cùng tham gia vào 四族大联盟 (Tứ Tộc Đại Liên Minh).

[至尊仙体] --> [Tiên thể chí tôn] <<>> [至尊仙体] --> [Chí Tôn Tiên Thể] | * **Ảnh Vô Tà** và **Phương Nguyên**: Ảnh Vô Tà và Phương Nguyên là kẻ thù, Ảnh Vô Tà muốn lấy lại至尊仙体 (Tối Thượng Tiên Thể) của Phương Nguyên.

[血本仙蛊] --> [Tiên cổ Huyết Bản] <<>> [血本仙蛊] --> [Huyết Bổn Tiên Cổ] | **41. 血本仙蛊 (Huyết Bản Tiên Cổ)**

[不是仙] --> [Không phải Tiên] <<>> [不是仙] --> [Bất Thị Tiên] | **14. 不是仙 (Không Tiên)** là nam, tuổi trung niên, là một trong Phong Ma Tam Quái, có thực lực mạnh mẽ, sống trong Phong Ma Khư.

[桑轻取] --> [Tang Khinh] <<>> [桑轻取] --> [Tang Khinh Thủ] | **17. 桑轻取 (Tang Khinh Thử)** là nữ, có thể là tuổi trẻ, là một vị Cổ Tiên, có khả năng sử dụng Đạo Đạo, đã tham gia bảo vệ Hắc Phàm Động Thiên.

[刘家太上大长老] --> [Thái thượng đại trưởng lão Lưu gia] <<>> [刘家太上大长老] --> [Lưu Gia Thái Thượng Đại Trường Lão] | **20. 刘家太上大长老 (Lưu Gia Thái Thượng Đại Trường Lão)** là nam, có thể là tuổi trung niên, là người đứng đầu Lưu Gia, một trong những thế lực lớn của Bắc Nguyên.

[秘谋人] --> [Người bí mưu] <<>> [秘谋人] --> [Bí Mưu Nhân] | **23.  秘谋人 (Bí Mưu Nhân)** là nam, tuổi trung niên (có thể), là nhân vật phụ, có thể là một vị tiên sư, có thể là người có sức mạnh phi thường, có thể là người có kiến thức sâu rộng.

[白晴] --> [Bạch Tình] <<>> [白晴] --> [Bạch Tình] | **31.  白晴 (Bạch Tình)** là nữ, tuổi trung niên (có thể), là nhân vật phụ, có thể là một vị tiên sư, có thể là người có sức mạnh phi thường, có mối quan hệ với 灵缘斋 (Linh Duyên Trai), có thể là người có tài năng võ công.

[廿二平之] --> [Nhập Nhị Bình Chi] <<>> [廿二平之] --> [Nhập Nhị Bình Chi], [廿二一方] --> [Bên Nhập Nhị] <<>>  [廿二一方] --> [Nhập Nhị Nhất Phương] | **40.  廿二平之 (Nhị Nhị Bình Chi)** là nam, tuổi trẻ (có thể), là nhân vật phụ, có thể là một vị tiên sư, có thể là người có sức mạnh phi thường, có mối quan hệ với 廿二一方 (Nhị Nhị Nhất Phương), có thể là người có tài năng võ công.

[酒中帝皇] --> [Rượu trong đó là Đế Hoàng] <<>> [酒中帝皇] --> [Tửu Trung Đế Hoàng] | **44.  酒中帝皇 (Cửu Trung Đế Hoàng)** là nam, tuổi trung niên (có thể), là nhân vật phụ, có thể là một vị tiên sư, có thể là người có sức mạnh phi thường, có thể là người có tài năng võ công.

[雪无痕] --> [Tuyết Vô Ngân] <<>> [雪无痕] --> [Tuyết Vô Ngân] | **5. 雪无痕 (Tuyết Vô Hân)** là nam, tuổi trẻ (có thể), là nhân vật phụ, là một trong những thuộc hạ của 霸仙楚度, có tài năng võ công, tính cách lạnh lùng, kiêu ngạo.

[耶律小金] --> [Gia Luật Tiểu Kim] <<>> [耶律小金] --> [Da Luật Tiểu Kim] | **6. 耶律小金 (Diệp Lật Tiếu Kim)** là nam, tuổi trẻ, là nhân vật phụ, là một trong những thuộc hạ của phe chính đạo, có tài năng võ công, tính cách kiêu ngạo, nhưng còn non nớt.

[耶律恢弘] --> [Gia Luật Khôi Hoằng] <<>> [耶律恢弘] --> [Da Luật Khôi Hoằng] | **7. 耶律恢弘 (Diệp Lật Hoài Hồng)** là nam, tuổi trung niên (có thể), là bậc trưởng bối của 耶律小金, có trách nhiệm bảo vệ 耶律小金.

[耶律群星] --> [Gia Luật Quần Tinh] <<>> [耶律群星] --> [Da Luật Quần Tinh] | **8. 耶律群星 (Diệp Lật Quân Tinh)** là nam, tuổi trung niên (có thể), là nhân vật phụ, là một trong những thuộc hạ của phe chính đạo, có tài năng võ công, tính cách kiên cường, không nản chí.

[古月族长] --> [Tộc trưởng Cổ Nguyệt] <<>> [古月族长] --> [Cổ Nguyệt Tộc Trường] | **16. 古月族长 (Cổ Nguyệt Tộc Trưởng)** là nam, tuổi trung niên (có thể), là nhân vật phụ, là tộc trưởng của bộ tộc Cổ Nguyệt, có liên quan đến Phương Nguyên.

[商队总管] --> [Tổng quản thương đội] <<>> [商队总管] --> [Thương Đội Tổng Quản] | **18. 商队总管 (Thương Đội Tổng Quản)** là nam, tuổi trung niên (có thể), là nhân vật phụ, là người quản lý của một đoàn thương đội, bị một vị thiếu niên đánh đập.

[汪大仙] --> [Uông đại tiên] <<>> [汪大仙] --> [Uông Đại Tiên] | **21. 汪大仙 (Oang Đại Tiên)** là nam, tuổi trung niên (có thể), là nhân vật phụ, là một trong những thuộc hạ của phe ma đạo, có tài năng võ công, bị 耶律群星 đánh bại.

[柳贯一] --> [Liễu Quán Nhất] <<>> [柳贯一] --> [Liễu Quán Nhất] | **28. 柳贯一 (Liễu Quán Nhất)** là nam, tuổi trẻ, là nhân vật chính, là một trong những thuộc hạ của 霸仙楚度, có tài năng võ công, tính cách bí ẩn, là một trong những nhân vật chính của câu chuyện.

[蛊仙雪松子] --> [Cổ tiên Tuyết Tùng Tử] <<>> [蛊仙雪松子] --> [Cổ Tiên Tuyết Tông Tử] | **38. 蛊仙雪松子 (Cổ Tiên Tuyết Tùng Tử)** là nam, đã chết, là nhân vật phụ, là một vị Cổ Sư, có liên quan đến Phương Nguyên.

[蛊仙东方长凡] --> [Cổ tiên Đông Phương Trường Phàm] <<>> [蛊仙东方长凡] --> [Cổ Tiên Đông Phương Trường Phàm] | **40. 蛊仙东方长凡 (Cổ Tiên Đông Phương Trường Phiên)** là nam, đã chết, là nhân vật phụ, là một vị Cổ Sư, có liên quan đến 耶律群星.

[刘灰] --> [Lưu Hôi] <<>> [刘灰] --> [Lưu Hôi] | * **刘灰 (Lưu Hôi)** và **刘转身 (Lưu Chuẩn Thân)**: Quan hệ đồng tộc, có mối quan hệ thân thiết.

[武遗海] --> [Vũ Di Hải] <<>> [武遗海] --> [Vũ Di Hải], [散修] --> [Tán tu] <<>>  [散修] --> [Tán Tu], [武庸] --> [Vũ Dung] <<>>  [武庸] --> [Vũ Dong] | **3. 武遗海 (Vũ Di Hải)** là nam, là nhân vật chính trong câu chuyện, có thể là một nhân vật bí ẩn, có tài năng, có thể là một散修 (tán tu), có mối quan hệ với 武庸 (Vũ Dung), dường như là em trai của Vũ Dung.

 [认可] --> [tán thành] <<>>  [认可] --> [Nhận Khả], [仙子] --> [Tiên tử] <<>>  [仙子] --> [Tiên Tử] | **16. 赵怜云 (Triệu Liên Vân)** là nữ, là một nhân vật trong câu chuyện, có thể là một 天外之魔 (thiên ngoại chi ma), có thể có mối quan hệ với 马鸿运 (Mã Hồng vận), được认可 (nhận thức) bởi 爱情蛊 (ái tình cổ), trở thành 仙子 (tiên tử) của 灵缘斋 (Linh Duyên Trai).

[墨瑶] --> [Mặc Dao] <<>> [墨瑶] --> [Mặc Dao] | **26. 墨瑶 (Mặc Dao)** là nữ, là một nhân vật lịch sử, là một trong những 仙子 (tiên tử) của 灵缘斋 (Linh Duyên Trai).

[怜香] --> [Liên Hương] <<>> [怜香] --> [Liên Hương] | **27. 怜香 (Liên Hương)** là nữ, là một nhân vật lịch sử, là một trong những 仙子 (tiên tử) của 灵缘斋 (Linh Duyên Trai).

[水尼] --> [Thủy Ni] <<>> [水尼] --> [Thủy Ni] | **28. 水尼 (Thủy Ni)** là nữ, là một nhân vật lịch sử, là người sáng lập ra 灵缘斋 (Linh Duyên Trai).

[荀雨] --> [Tuân Vũ] <<>> [荀雨] --> [Tuân Vũ] | **29. 荀雨 (Tùng Vũ)** là nữ, là một nhân vật lịch sử, là một trong những 仙子 (tiên tử) của 灵缘斋 (Linh Duyên Trai).

[惠心] --> [Huệ Tâm] <<>> [惠心] --> [Huệ Tâm] | **30. 惠心 (Huệ Tâm)** là nữ, là một nhân vật lịch sử, là một trong những 仙子 (tiên tử) của 灵缘斋 (Linh Duyên Trai).

[盛玉山] --> [Thịnh Ngọc Sơn] <<>> [盛玉山] --> [Thịnh Ngọc Sơn] | **31. 盛玉山 (Thịnh Ngọc Sơn)** là nam, là một nhân vật lịch sử, là một trong những 仙子 (tiên tử) của 灵缘斋 (Linh Duyên Trai).

[千元亮] --> [Nguyên Thủy Lượng] <<>> [千元亮] --> [Thiên Nguyên Lượng] | **32. 千元亮 (Thiên Nguyên Lượng)** là nam, là một nhân vật lịch sử, là một trong những 仙子 (tiên tử) của 灵缘斋 (Linh Duyên Trai).

[元莲仙尊] --> [Nguyên Liên Tiên Tôn] <<>> [元莲仙尊] --> [Nguyên Liên Tiên Tôn], [木道] --> [Mộc đạo] <<>>  [木道] --> [Mộc Đạo], [天元宝皇莲仙蛊] --> [Tiên cổ Thiên Nguyên Bảo Hoàng Liên] <<>>  [天元宝皇莲仙蛊] --> [Thiên Nguyên Bảo Hoàng Liên Tiên Cổ] | **36. 元莲仙尊 (Nguyên Liên Tiên Tôn)** là nam, là người sáng tạo ra 木道 (mộc đạo), sở hữu 天元宝皇莲仙蛊 (Thiên Nguyên Bảo Hoàng Liên Tiên Cổ).
